date,description,amount,category,payment_mode,is_anomaly
2024-09-05,Local kirana store,1721.11,Groceries,UPI,0
2023-08-16,Apollo pharmacy,4634.63,Health,Cash,0
2024-12-16,Laundry service - Urban Company,323.0,Personal Care,Debit Card,0
2023-05-04,BookMyShow movie,110.3,Entertainment,UPI,0
2024-07-20,Dunzo grocery,2042.29,Groceries,UPI,0
2024-02-11,Dunzo grocery,1199.8,Groceries,UPI,0
2023-09-13,TATA Power bill,2100.17,Bills & Utilities,UPI,0
2023-12-17,Jio recharge,1516.47,Bills & Utilities,Debit Card,0
2023-12-13,Amazon India,3862.03,Shopping,Cash,0
2023-10-27,BMTC bus pass,4103.89,Transport,UPI,0
2024-12-20,More supermarket,2531.65,Groceries,UPI,0
2023-03-21,Apollo pharmacy,2237.48,Health,UPI,0
2024-04-17,Salon haircut,944.66,Personal Care,UPI,0
2023-10-31,Beauty parlour,243.82,Personal Care,UPI,0
2023-02-11,Meesho purchase,4899.21,Shopping,UPI,0
2023-01-21,Pizza Hut,114.75,Food,UPI,0
2024-05-27,Air India ticket,2301.68,Transport,Debit Card,0
2023-01-30,Air India ticket,790.32,Transport,UPI,0
2024-05-26,Nykaa skincare,394.63,Personal Care,Debit Card,0
2023-10-26,BigBasket order,1122.87,Groceries,Debit Card,0
2024-06-17,Barbeque Nation,957.21,Food,Net Banking,0
2024-03-11,Airtel recharge,892.48,Bills & Utilities,Cash,0
2023-05-05,LIC premium,21419.86,EMI & Finance,UPI,0
2023-10-07,Fortis hospital,1900.81,Health,UPI,0
2023-08-19,ICICI personal loan EMI,21041.35,EMI & Finance,UPI,0
2023-12-26,Society maintenance,1027.93,Bills & Utilities,Credit Card,0
2024-05-31,Big Bazaar,7034.63,Shopping,Debit Card,0
2023-02-13,Coursera subscription,7048.34,Education,Debit Card,0
2024-01-05,IRCTC train ticket,2348.21,Transport,UPI,0
2023-03-20,SBI home loan EMI,8666.69,EMI & Finance,Credit Card,0
2024-09-13,Spotify premium,777.44,Entertainment,UPI,0
2024-11-30,Axis Bank credit card bill,17527.47,EMI & Finance,UPI,0
2023-07-26,Doctor consultation fee,1057.49,Health,UPI,0
2023-01-14,Diagnostic lab - SRL,1501.05,Health,Debit Card,0
2024-05-04,Water tax,1643.27,Bills & Utilities,Net Banking,0
2024-05-28,Big Bazaar,7036.39,Shopping,UPI,0
2023-06-03,McDonald's,131.5,Food,UPI,0
2024-08-27,Fastag recharge,3345.97,Transport,Credit Card,0
2024-02-04,Manipal hospital,128.89,Health,UPI,0
2024-01-23,Axis Bank credit card bill,17307.23,EMI & Finance,Debit Card,0
2024-01-20,DTH recharge - Dish TV,2167.31,Bills & Utilities,UPI,0
2023-07-30,Coursera subscription,8036.55,Education,UPI,0
2024-10-01,Manipal hospital,3255.01,Health,Net Banking,0
2024-04-30,Spotify premium,1176.68,Entertainment,UPI,0
2023-08-29,McDonald's,325.87,Food,UPI,0
2024-03-10,Airtel recharge,2858.72,Bills & Utilities,Cash,0
2024-03-29,Local kirana store,2263.35,Groceries,UPI,0
2024-10-05,Gaming - Steam,289.67,Entertainment,UPI,0
2024-11-03,Starbucks,182.97,Food,Cash,0
2024-11-11,BMTC bus pass,4316.42,Transport,UPI,0
2023-12-04,Piped gas bill,977.22,Bills & Utilities,Debit Card,0
2023-05-29,Manipal hospital,3445.42,Health,Cash,0
2023-05-19,DTH recharge - Dish TV,2526.95,Bills & Utilities,Credit Card,0
2024-11-19,Starbucks,613.71,Food,Net Banking,0
2023-12-30,Books - Amazon,8504.73,Education,UPI,0
2024-02-23,Meesho purchase,2222.94,Shopping,Net Banking,0
2024-09-16,PVR Cinemas,1464.5,Entertainment,Debit Card,0
2023-11-28,MedPlus medicine,1668.2,Health,UPI,0
2024-07-13,Hotstar subscription,317.63,Entertainment,Cash,0
2024-09-09,Spencer's retail,2572.88,Shopping,Debit Card,0
2024-10-12,Dunzo grocery,963.26,Groceries,UPI,0
2024-05-25,Zepto delivery,1360.6,Groceries,UPI,0
2023-06-25,Myntra personal care,1633.61,Personal Care,UPI,0
2024-07-21,Netmeds delivery,4577.3,Health,UPI,0
2024-03-27,Nature's Basket,2083.17,Groceries,Credit Card,0
2023-09-06,Society maintenance,2788.87,Bills & Utilities,Debit Card,0
2023-04-30,Coursera subscription,6551.52,Education,Net Banking,0
2023-03-04,Yoga class fee,1939.53,Personal Care,UPI,0
2023-02-04,Gym membership,490.38,Personal Care,UPI,0
2023-06-04,Ajio fashion,1073.79,Shopping,UPI,0
2024-04-04,Big Bazaar,6988.17,Shopping,UPI,0
2023-08-13,Swiggy order,303.02,Food,UPI,0
2024-04-10,Kotak credit card,7204.8,EMI & Finance,Cash,0
2024-09-22,Fortis hospital,503.9,Health,Credit Card,0
2023-06-29,Salon haircut,842.3,Personal Care,Debit Card,0
2023-03-13,Spotify premium,664.88,Entertainment,Debit Card,0
2023-02-11,PPF deposit,4583.26,EMI & Finance,UPI,0
2023-03-31,Kotak credit card,24483.04,EMI & Finance,Net Banking,0
2024-12-20,Metro card recharge,3902.27,Transport,UPI,0
2023-06-09,Ajio fashion,274.08,Shopping,Credit Card,0
2024-03-01,1mg order,514.85,Health,Credit Card,0
2024-07-06,Municipal tax,2853.62,Bills & Utilities,UPI,0
2023-02-22,Cafe Coffee Day,1138.76,Food,Credit Card,0
2024-03-08,Spotify premium,1397.02,Entertainment,UPI,0
2024-05-02,Uber ride,326.76,Transport,Net Banking,0
2023-10-30,1mg order,3825.66,Health,UPI,0
2024-11-05,Coursera subscription,11425.87,Education,UPI,0
2023-03-02,Local kirana store,980.76,Groceries,Cash,0
2024-10-18,Apollo pharmacy,2027.0,Health,UPI,0
2023-02-05,Fortis hospital,3704.75,Health,UPI,0
2023-04-21,Salon haircut,1525.42,Personal Care,UPI,0
2023-02-17,Dominos Pizza,329.97,Food,Credit Card,0
2023-06-15,Nykaa skincare,2137.36,Personal Care,UPI,0
2023-11-04,Pizza Hut,507.19,Food,Net Banking,0
2024-12-14,Hotstar subscription,766.1,Entertainment,UPI,0
2023-11-23,Coaching institute fee,6131.53,Education,UPI,0
2023-06-22,BSNL broadband,1107.01,Bills & Utilities,Credit Card,0
2023-07-26,Swiggy Instamart,2192.8,Groceries,UPI,0
2024-01-10,Beauty parlour,370.07,Personal Care,UPI,0
2023-12-06,YouTube Premium,817.24,Entertainment,UPI,0
2024-11-27,McDonald's,912.32,Food,Debit Card,0
2024-09-18,Books - Amazon,8107.37,Education,Credit Card,0
2023-11-12,Doctor consultation fee,1867.43,Health,UPI,0
2024-01-22,HDFC Life insurance,18863.34,EMI & Finance,UPI,0
2024-02-07,Nature's Basket,1221.76,Groceries,Debit Card,0
2024-08-05,Fastag recharge,1533.11,Transport,UPI,0
2024-11-14,Big Bazaar,5164.39,Shopping,Debit Card,0
2024-02-18,BYJU's fee,1451.45,Education,Debit Card,0
2023-06-15,Vi recharge,2187.09,Bills & Utilities,Cash,0
2023-05-21,GeeksForGeeks premium,5598.63,Education,UPI,0
2023-12-07,Gym membership,1250.55,Personal Care,Net Banking,0
2023-02-28,Cafe Coffee Day,736.81,Food,Credit Card,0
2023-08-29,Yoga class fee,324.13,Personal Care,Cash,0
2024-02-04,Metro card recharge,2800.55,Transport,UPI,0
2023-03-06,JioMart,943.28,Groceries,Debit Card,0
2023-11-16,Fastag recharge,2869.91,Transport,Debit Card,0
2024-01-17,BigBasket order,2275.39,Groceries,Net Banking,0
2024-10-25,Netflix subscription,1375.99,Entertainment,Debit Card,0
2023-07-11,Cult.fit subscription,919.2,Personal Care,Net Banking,0
2023-05-17,Zee5 subscription,559.17,Entertainment,Net Banking,0
2023-11-09,Beauty parlour,2284.93,Personal Care,UPI,0
2024-03-24,Society maintenance,485.47,Bills & Utilities,Debit Card,0
2023-10-17,Meesho purchase,6933.57,Shopping,Debit Card,0
2024-12-18,Fastag recharge,2076.28,Transport,UPI,0
2023-08-26,Gym membership,1294.4,Personal Care,Credit Card,0
2024-08-20,Diagnostic lab - SRL,2340.43,Health,UPI,0
2024-07-01,Subway,1061.73,Food,UPI,0
2024-01-02,Cult.fit subscription,1277.32,Personal Care,Credit Card,0
2024-07-17,College fee,1566.21,Education,Credit Card,0
2023-02-28,Vi recharge,694.77,Bills & Utilities,Debit Card,0
2024-09-12,Amazon Prime,734.5,Entertainment,UPI,0
2023-01-01,DMart grocery,7245.4,Shopping,Credit Card,0
2023-01-11,TATA Power bill,1560.27,Bills & Utilities,UPI,0
2023-08-22,LinkedIn Learning,9832.99,Education,Debit Card,0
2024-11-02,Flipkart order,4512.35,Shopping,Net Banking,0
2023-11-17,Blinkit grocery,1782.59,Groceries,UPI,0
2024-03-26,GeeksForGeeks premium,622.88,Education,Credit Card,0
2023-04-18,Mutual fund SIP - Zerodha,8891.53,EMI & Finance,UPI,0
2023-01-06,Salon haircut,485.77,Personal Care,Cash,0
2024-05-25,Laundry service - Urban Company,1099.41,Personal Care,UPI,0
2024-02-28,Uber ride,3023.23,Transport,Debit Card,0
2024-08-21,Pizza Hut,1190.52,Food,Credit Card,0
2024-05-21,Thyrocare test,1052.73,Health,Credit Card,0
2023-04-24,Axis Bank credit card bill,2062.97,EMI & Finance,Credit Card,0
2023-07-18,Starbucks,878.9,Food,Credit Card,0
2024-04-05,Mutual fund SIP - Zerodha,18654.18,EMI & Finance,Debit Card,0
2023-11-12,SIP - Groww,4520.91,EMI & Finance,UPI,0
2024-07-02,Apollo pharmacy,181.96,Health,Debit Card,0
2023-04-12,Flipkart order,1776.22,Shopping,UPI,0
2024-10-02,Fastag recharge,2802.97,Transport,Cash,0
2023-06-03,Blinkit grocery,1616.44,Groceries,UPI,0
2024-04-13,Meesho purchase,2872.83,Shopping,Cash,0
2023-10-12,Myntra personal care,1874.21,Personal Care,UPI,0
2024-12-01,Udemy course,9453.16,Education,UPI,0
2024-05-10,Society maintenance,2867.06,Bills & Utilities,Credit Card,0
2023-08-12,Nature's Basket,2679.43,Groceries,Net Banking,0
2024-07-06,Unacademy Plus,4537.92,Education,UPI,0
2023-06-20,DTH recharge - Dish TV,2512.3,Bills & Utilities,UPI,0
2024-12-14,Reliance Digital,3738.42,Shopping,Credit Card,0
2023-05-04,Blinkit grocery,1777.27,Groceries,Credit Card,0
2023-12-21,BSNL broadband,2741.25,Bills & Utilities,UPI,0
2024-09-11,Myntra clothes,5338.12,Shopping,Debit Card,0
2024-09-08,Blinkit grocery,567.37,Groceries,UPI,0
2023-11-21,DTH recharge - Dish TV,884.02,Bills & Utilities,Debit Card,0
2023-03-04,LinkedIn Learning,6083.21,Education,UPI,0
2023-04-03,YouTube Premium,1330.59,Entertainment,UPI,0
2024-01-20,DMart grocery,5132.74,Shopping,Credit Card,0
2023-02-25,Salon haircut,2119.54,Personal Care,Credit Card,0
2024-12-29,PVR Cinemas,449.37,Entertainment,Credit Card,0
2023-09-18,Gym membership,1000.15,Personal Care,Credit Card,0
2024-10-29,Spotify premium,392.84,Entertainment,Debit Card,0
2023-07-25,HDFC car loan EMI,14721.1,EMI & Finance,UPI,0
2023-02-09,LinkedIn Learning,9800.21,Education,Debit Card,0
2024-01-15,INOX movies,1323.75,Entertainment,UPI,0
2024-01-20,Water tax,1818.99,Bills & Utilities,UPI,0
2023-09-01,Zepto delivery,1220.88,Groceries,Credit Card,0
2023-07-20,PVR Cinemas,565.86,Entertainment,Debit Card,0
2024-06-25,Society maintenance,3446.72,Bills & Utilities,Debit Card,0
2024-03-24,Petrol - HP pump,2973.75,Transport,Debit Card,0
2024-10-17,Croma electronics,3159.75,Shopping,Cash,0
2024-01-24,Zomato delivery,940.73,Food,UPI,0
2024-07-08,BYJU's fee,7016.07,Education,Debit Card,0
2024-01-24,Practo consultation,846.82,Health,UPI,0
2023-03-25,Mutual fund SIP - Zerodha,2947.47,EMI & Finance,Net Banking,0
2024-02-29,BYJU's fee,13028.39,Education,UPI,0
2023-11-02,Term insurance premium,16888.87,EMI & Finance,Credit Card,0
2023-02-10,Spencer's retail,957.88,Shopping,Credit Card,0
2023-07-12,Nykaa beauty,7969.88,Shopping,UPI,0
2023-03-01,Books - Amazon,12419.38,Education,Debit Card,0
2023-10-17,MedPlus medicine,1990.79,Health,Credit Card,0
2023-03-11,Doctor consultation fee,1342.89,Health,UPI,0
2024-01-17,Axis Bank credit card bill,9016.66,EMI & Finance,UPI,0
2023-10-26,Blinkit grocery,223.35,Groceries,UPI,0
2024-03-14,Salon haircut,1188.19,Personal Care,UPI,0
2024-08-17,Petrol - Indian Oil,2693.66,Transport,UPI,0
2023-08-03,Water tax,3184.88,Bills & Utilities,Debit Card,0
2023-08-29,Myntra clothes,6862.85,Shopping,UPI,0
2023-02-03,Local kirana store,665.31,Groceries,Credit Card,0
2023-04-16,Sony LIV,558.8,Entertainment,UPI,0
2023-02-08,IRCTC train ticket,805.52,Transport,Credit Card,0
2023-01-23,Stationery,10255.13,Education,UPI,0
2023-04-23,Fastag recharge (unusual),11831.12,Transport,UPI,1
2024-08-05,Amazon India,3445.02,Shopping,Credit Card,0
2023-03-01,Stationery,9707.21,Education,UPI,0
2024-08-04,ICICI personal loan EMI,10511.22,EMI & Finance,Debit Card,0
2023-09-27,Mutual fund SIP - Zerodha,21822.37,EMI & Finance,UPI,0
2023-04-11,Vi recharge,2664.33,Bills & Utilities,UPI,0
2024-12-06,Coursera subscription,2769.72,Education,UPI,0
2024-02-13,MedPlus medicine,2054.41,Health,UPI,0
2024-11-24,GeeksForGeeks premium,13556.6,Education,Debit Card,0
2024-04-30,Swiggy order,233.48,Food,UPI,0
2023-12-06,BlinkIt vegetables,446.71,Groceries,UPI,0
2024-03-20,DTH recharge - Tata Sky,1957.97,Bills & Utilities,Credit Card,0
2023-07-16,Apollo pharmacy,4947.52,Health,UPI,0
2024-07-10,Vi recharge,2528.62,Bills & Utilities,Cash,0
2024-05-28,SBI credit card payment,16380.31,EMI & Finance,UPI,0
2024-05-16,Axis Bank credit card bill,12523.66,EMI & Finance,UPI,0
2024-02-24,Petrol - Indian Oil,3414.71,Transport,UPI,0
2024-10-03,Vi recharge,1016.41,Bills & Utilities,UPI,0
2024-10-13,BYJU's fee,9067.05,Education,UPI,0
2023-05-28,1mg order,4194.01,Health,Credit Card,0
2023-12-19,MedPlus medicine,635.44,Health,Credit Card,0
2024-03-08,Society maintenance,2181.12,Bills & Utilities,UPI,0
2024-07-15,HDFC car loan EMI,12944.66,EMI & Finance,Debit Card,0
2024-01-27,Myntra clothes,1565.54,Shopping,Credit Card,0
2023-08-05,Municipal tax,3079.03,Bills & Utilities,UPI,0
2024-04-19,Doctor consultation fee,1921.24,Health,Credit Card,0
2024-05-02,Zomato delivery,533.91,Food,UPI,0
2024-03-10,Rapido bike,3764.6,Transport,Cash,0
2024-01-22,Udemy course,6175.08,Education,UPI,0
2024-02-08,Barbeque Nation (unusual),4893.53,Food,UPI,1
2023-06-20,Dominos Pizza,475.5,Food,UPI,0
2023-01-01,DMart grocery,4639.02,Shopping,UPI,0
2023-01-13,YouTube Premium,435.96,Entertainment,Credit Card,0
2023-12-19,Metro card recharge,984.74,Transport,Debit Card,0
2024-01-10,Beauty parlour,2018.81,Personal Care,Credit Card,0
2023-10-04,Term insurance premium,2752.43,EMI & Finance,UPI,0
2024-08-17,Air India ticket,288.86,Transport,Credit Card,0
2023-01-27,College fee,12078.45,Education,UPI,0
2023-09-08,Petrol - Indian Oil,2875.65,Transport,Credit Card,0
2024-04-04,Local kirana store,1890.2,Groceries,Debit Card,0
2024-04-15,Swiggy order,191.52,Food,Debit Card,0
2023-09-11,Axis Bank credit card bill,12728.87,EMI & Finance,UPI,0
2023-03-05,Airtel recharge,2776.41,Bills & Utilities,UPI,0
2024-09-01,Amazon India,665.18,Shopping,Debit Card,0
2024-11-19,Ola outstation,1894.39,Transport,Net Banking,0
2023-08-13,Nykaa skincare,2254.77,Personal Care,UPI,0
2023-11-15,MedPlus medicine,4397.26,Health,Net Banking,0
2023-02-23,Coursera subscription,6163.97,Education,UPI,0
2023-09-22,McDonald's,258.48,Food,UPI,0
2023-02-10,Swiggy Instamart,1682.93,Groceries,Cash,0
2024-05-18,Apollo pharmacy,1442.78,Health,UPI,0
2024-11-01,Cult.fit subscription,2236.27,Personal Care,Credit Card,0
2023-10-24,Doctor consultation fee,4806.85,Health,Debit Card,0
2023-11-04,Airtel recharge,3447.81,Bills & Utilities,Credit Card,0
2023-07-10,DTH recharge - Dish TV,1622.13,Bills & Utilities,UPI,0
2023-01-05,Gym membership,1178.98,Personal Care,UPI,0
2024-08-29,GeeksForGeeks premium,13289.31,Education,UPI,0
2023-06-27,Doctor consultation fee,4682.51,Health,Cash,0
2024-11-06,PPF deposit,11156.98,EMI & Finance,UPI,0
2024-05-10,Myntra personal care,2176.63,Personal Care,UPI,0
2023-02-02,College fee,5228.15,Education,UPI,0
2024-08-11,College fee,13203.64,Education,Debit Card,0
2023-01-02,DTH recharge - Dish TV,2472.04,Bills & Utilities,UPI,0
2024-04-23,BYJU's fee,8864.23,Education,UPI,0
2024-09-27,BookMyShow movie,100.4,Entertainment,UPI,0
2023-04-08,Doctor consultation fee,2872.7,Health,Net Banking,0
2024-05-31,Rapido bike,3576.45,Transport,Credit Card,0
2024-08-28,More supermarket,1006.43,Groceries,UPI,0
2024-05-02,Unacademy Plus,7599.53,Education,Net Banking,0
2023-10-21,McDonald's,379.02,Food,Debit Card,0
2023-02-27,Manipal hospital,3821.52,Health,Net Banking,0
2024-11-01,MedPlus medicine,3986.17,Health,UPI,0
2023-04-23,Big Bazaar,4049.42,Shopping,Debit Card,0
2023-07-16,TATA Power bill,1581.99,Bills & Utilities,Credit Card,0
2024-10-23,1mg order,3867.96,Health,Debit Card,0
2024-06-25,Zomato delivery,719.93,Food,Cash,0
2024-05-24,Ajio fashion,2457.69,Shopping,UPI,0
2024-01-15,Diagnostic lab - SRL,3940.56,Health,UPI,0
2023-06-11,HDFC Life insurance,17435.85,EMI & Finance,UPI,0
2023-12-20,Nykaa beauty,6919.58,Shopping,UPI,0
2024-06-07,Myntra personal care,457.95,Personal Care,UPI,0
2023-05-02,Lifestyle store,2576.54,Shopping,Debit Card,0
2023-11-17,PVR Cinemas,432.55,Entertainment,UPI,0
2024-07-10,Kotak credit card,13853.82,EMI & Finance,Cash,0
2023-07-14,Starbucks,873.04,Food,Credit Card,0
2024-12-24,Ola cab,82.15,Transport,Net Banking,0
2023-01-20,Unacademy Plus,11383.1,Education,Credit Card,0
2024-06-02,Term insurance premium,11852.69,EMI & Finance,UPI,0
2024-08-16,Vi recharge,1009.45,Bills & Utilities,Debit Card,0
2023-07-08,Ola outstation,3199.18,Transport,Credit Card,0
2024-10-26,HDFC car loan EMI,2438.8,EMI & Finance,Net Banking,0
2023-05-29,Ola cab,1850.3,Transport,UPI,0
2023-12-05,Nature's Basket,1379.2,Groceries,Cash,0
2023-12-26,IndiGo flight,1585.89,Transport,UPI,0
2024-09-29,Ola cab,1111.06,Transport,Credit Card,0
2024-09-04,INOX movies,530.56,Entertainment,UPI,0
2023-04-26,Ajio fashion,1670.15,Shopping,Net Banking,0
2024-10-29,Axis Bank credit card bill,16953.31,EMI & Finance,Debit Card,0
2024-06-26,Doctor consultation fee,3184.26,Health,UPI,0
2024-02-06,Ola outstation,4284.82,Transport,UPI,0
2023-02-07,JioMart,2943.34,Groceries,Cash,0
2024-12-07,HDFC Life insurance,5976.76,EMI & Finance,Debit Card,0
2023-01-31,BSNL broadband,2265.11,Bills & Utilities,Net Banking,0
2023-09-17,Laundry service - Urban Company,2250.4,Personal Care,Credit Card,0
2024-01-26,College fee,10547.57,Education,UPI,0
2023-03-29,IndiGo flight,1999.36,Transport,Credit Card,0
2024-12-30,Meesho purchase,4105.08,Shopping,UPI,0
